Text,Line
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,{d}nin-ŋir₂-su₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,ur-saŋ {d}en-lilₓ(E₂)-la₂-ra
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,en-mete-na
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,ensi₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,lagaš{ki}\gen
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,dumu en-an-na-tum₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,ensi₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,lagaš{ki}-ka
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,dumu-KA
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka dumu-KA ur-{d}nanše lugal lagaš{ki}-ka-ke₄ {d}nin-ŋir₂-su₂-ra eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}nanše\dat e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-hur-saŋ-ŋa₂-ra gi-gu₃-na tir-kug-ga\gen\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ {d}en-lilₓ(E₂)-la e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}nanše\dat šag₄-pad₃-da\abs mu-na-du₃ {d}nanše\dat gi-gu₃-na mah-ni\abs mu-na-du₃ ud-ba en-mete-na-ke₄ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra e₂-lungaₓ(|BI×GAR|)-ka-ni\abs mu-na-du₃ en-mete-na lu₂ e₂-lungaₓ(|BI×GAR|) {d}nin-ŋir₂-su₂-ka\abs du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,ur-{d}nanše
