Text,Line
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,{d}šul-šag₄-ga\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,eb-gal\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,{d}lugal-ur-tur₃\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,lugal-urub\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,ki-nir\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,{d}nin-eš₃-REC107\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,{d}nin-ŋidru\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,e₂ {d}ŋa₂-tum₃-dug₃\gen\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,{d}ŋa₂-tum₃-dug₃\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,ba-gara₂\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,e₂-dam\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,abzu-eg₂\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg e₂ {d}nanše\gen\abs mu-du₃ {d}nanše nin uru₁₆ mu-tud eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud eb-gal\abs mu-du₃ {d}lugal-ur-tur₃\abs mu-tud lugal-urub\abs mu-tud ki-nir\abs mu-du₃ {d}nin-eš₃-REC107\abs mu-tud {d}nin-ŋidru\abs mu-tud e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ {d}ŋa₂-tum₃-dug₃\abs mu-tud ba-gara₂\abs mu-du₃ e₂-dam\abs mu-du₃ abzu-eg₂\abs mu-du₃ ti-ra-aš₂\abs mu-du₃,ti-ra-aš₂\abs
