Text,Line
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,{d}inana-ka
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,dumu tud-da
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,{d}lugal-urub{ki}-ka
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,dumu aya₂-kur-gal
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,ensi₂
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,lagaš{ki}-ka
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,šeš ki\abs aŋ₂
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,e₂-an-na-tum₂
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,ensi₂
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,lagaš{ki}-ka-ke₄
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,{d}inana-ra
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,eb-gal\abs mu-na-du₃
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,e₂-an-na\abs
{d}inana nin kur-kur-ra\dat en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka mu dug₃\abs še₂₁-a {d}inana-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ {d}inana-ra eb-gal\abs mu-na-du₃ e₂-an-na\abs kur-kur-ra\n5al2 mu-na-dirig kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag mu-ni-tum₂ en-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}inana-ka diŋir-ra-ni {d}šul-|MUŠ×PA|\erg nam-til₃ en-an-na-tum₂ ensi₂ lagaš{ki}-ka-še₃ ud ul-la-še₃ {d}inana-ra eb-gal-la\l1 giri₁₇\l3 šu\abs he₂-na-še₃-ŋal₂ ud ul pa\abs e₃-a\gen ensi₂-bi\abs gu₅-li-ŋu₁₀\abs he₂,kur-kur-ra\n5al2 mu-na-dirig
