Text,Line
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,gu₂-eden-na\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,šu-na\n5al2 mu-ni-gi₄-a\erg
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,e₂-an-na-tum₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,kur\l3 gu₂\abs ŋar-ŋar
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,{d}nin-ŋir₂-su₂-ka-ke₄
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,dumu aya₂-kur-gal
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,ensi₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,lagaš{ki}-ke₄\gen\gen\erg
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,{d}nin-ŋir₂-su₂-ra
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,e₂-za\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,kug za-gin₃\l1
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,mu-na-du₃\v10l1
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,ganun e₂ x-ka
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,mu-na-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,guru₇\l1 gu₂\abs mu-na-ni-gur
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,e₂-an-na-tum₂
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-ra\gen\dat e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ lu₂ {d}nin-ŋir₂-su₂-ra {a-šag₄}ašag ki\abs aŋ₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄-a\erg e₂-an-na-tum₂ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su₂-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra e₂-za\abs kug za-gin₃\l1 mu-na-du₃\v10l1 ganun e₂ x-ka mu-na-du₃ guru₇\l1 gu₂\abs mu-na-ni-gur e₂-an-na-tum₂ ŋidru\abs šum₂-ma {d}nin-ŋir₂-su₂-ka diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop,ŋidru\abs šum₂-ma
